date,Ta_Avg（℃）,RH-Avg（%）,TC_10cm（℃）,TC_20cm（℃）,TC_30cm（℃）,OT,OT3,EC_10cm（us/cm）,EC_20cm（us/cm）,EC_30cm（us/cm）
2025-08-13 03:00:00,20.50,90.30,27.30,27.80,27.80,19.20,28.90,9.00,35.00,34.00
2025-08-13 03:05:00,20.50,90.10,27.30,27.80,27.80,19.50,28.90,8.00,32.00,29.00
2025-08-13 03:10:00,20.40,90.20,27.30,27.70,27.80,19.30,29.00,8.00,32.00,32.00
2025-08-13 03:15:00,20.30,90.40,27.30,27.70,27.80,19.40,28.90,8.00,33.00,42.00
2025-08-13 03:20:00,20.30,90.80,27.30,27.70,27.80,19.50,28.80,7.00,34.00,39.00
2025-08-13 03:25:00,20.40,91.30,27.30,27.60,27.80,19.70,28.90,11.00,32.00,33.00
2025-08-13 03:30:00,20.50,91.30,27.30,27.70,27.80,19.50,28.90,8.00,33.00,32.00
2025-08-13 03:35:00,20.60,91.20,27.30,27.60,27.80,19.50,28.80,9.00,27.00,38.00
2025-08-13 03:40:00,20.60,91.30,27.30,27.60,27.80,19.50,28.80,7.00,30.00,35.00
2025-08-13 03:45:00,20.60,91.40,27.30,27.60,27.80,19.50,29.00,7.00,27.00,26.00
2025-08-13 03:50:00,20.60,91.30,27.30,27.60,27.80,19.50,28.80,9.00,27.00,33.00
2025-08-13 03:55:00,20.70,91.50,27.30,27.60,27.80,19.60,28.90,9.00,31.00,35.00
2025-08-13 04:00:00,20.70,91.80,27.30,27.60,27.80,19.60,28.90,16.00,33.00,52.00
2025-08-13 04:05:00,20.80,91.50,27.30,27.60,27.80,19.60,28.90,10.00,27.00,33.00
2025-08-13 04:10:00,20.80,91.10,27.30,27.60,27.80,19.70,28.90,11.00,30.00,46.00
2025-08-13 04:15:00,20.70,91.00,27.30,27.60,27.80,19.70,28.90,9.00,29.00,33.00
2025-08-13 04:20:00,20.70,91.10,27.30,27.60,27.80,19.80,28.90,8.00,22.00,34.00
2025-08-13 04:25:00,20.70,90.90,27.30,27.60,27.80,19.60,28.90,9.00,26.00,36.00
2025-08-13 04:30:00,20.70,91.00,27.30,27.60,27.80,19.60,28.90,10.00,24.00,33.00
2025-08-13 04:35:00,20.70,91.40,27.30,27.60,27.80,19.50,28.70,7.00,26.00,33.00
2025-08-13 04:40:00,20.80,91.60,27.30,27.60,27.80,19.60,28.90,7.00,30.00,32.00
2025-08-13 04:45:00,20.90,91.70,27.20,27.60,27.80,19.70,29.00,8.00,32.00,29.00
2025-08-13 04:50:00,21.00,91.70,27.30,27.60,27.80,19.50,28.80,8.00,31.00,46.00
2025-08-13 04:55:00,21.10,91.50,27.30,27.60,27.80,19.57,28.90,10.00,30.33,34.00
2025-08-13 05:00:00,21.15,91.50,27.15,27.60,27.80,19.63,28.85,8.50,29.67,33.50
2025-08-13 05:05:00,21.20,91.50,27.00,27.60,27.80,19.70,28.80,7.00,29.00,33.00
2025-08-13 05:10:00,21.25,91.45,27.20,27.60,27.80,19.80,28.85,8.00,34.00,38.50
2025-08-13 05:15:00,21.30,91.40,27.10,27.60,27.80,19.70,28.90,9.00,32.00,44.00
2025-08-13 05:20:00,21.30,91.50,27.10,27.60,27.80,19.70,28.90,10.00,36.00,37.00
2025-08-13 05:25:00,21.30,91.60,27.20,27.60,27.80,19.50,28.90,8.00,29.00,36.00
2025-08-13 05:30:00,21.30,91.60,26.90,27.60,27.80,19.60,28.90,9.00,36.00,34.00
2025-08-13 05:35:00,21.30,91.40,26.90,27.60,27.80,19.70,28.90,9.00,38.00,33.00
2025-08-13 05:40:00,21.30,91.30,26.90,27.60,27.80,19.50,28.80,10.00,31.00,30.00
2025-08-13 05:45:00,21.30,91.50,26.60,27.60,27.80,19.60,28.90,8.00,31.00,33.00
2025-08-13 05:50:00,21.30,91.60,26.80,27.60,27.80,19.50,29.00,7.00,36.00,31.00
2025-08-13 05:55:00,21.30,91.70,26.60,27.60,27.80,19.50,28.90,9.00,29.00,34.00
2025-08-13 06:00:00,21.20,91.60,26.70,27.60,27.80,19.50,28.80,8.00,40.00,34.00
2025-08-13 06:05:00,21.20,91.70,26.50,27.60,27.80,19.70,28.90,6.00,26.00,35.00
2025-08-13 06:10:00,21.30,91.90,26.50,27.60,27.80,19.60,28.80,8.00,34.00,37.00
2025-08-13 06:15:00,21.20,91.50,26.40,27.60,27.80,19.60,28.80,10.00,24.00,33.00
2025-08-13 06:20:00,21.20,91.30,26.70,27.60,27.80,19.50,28.80,8.00,24.00,38.00
2025-08-13 06:25:00,21.20,91.10,26.40,27.60,27.80,19.40,28.70,7.00,25.00,33.00
2025-08-13 06:30:00,21.30,91.20,26.40,27.60,27.80,19.40,28.90,8.00,27.00,36.00
2025-08-13 06:35:00,21.30,91.10,26.30,27.60,27.80,19.40,28.70,9.00,27.00,31.00
2025-08-13 06:40:00,21.30,91.40,26.30,27.60,27.80,19.40,28.90,9.00,35.00,41.00
2025-08-13 06:45:00,21.40,91.10,26.30,27.60,27.80,19.80,28.80,8.00,70.00,33.00
2025-08-13 06:50:00,21.50,91.10,26.30,27.60,27.80,19.80,28.90,8.00,29.00,33.00
2025-08-13 06:55:00,21.60,91.20,26.30,27.60,27.80,19.80,28.70,13.00,27.00,40.00
2025-08-13 07:00:00,21.80,91.20,26.30,27.60,27.80,19.70,28.80,9.00,28.00,33.00
2025-08-13 07:05:00,22.00,91.20,26.30,27.60,27.80,19.80,28.90,7.00,37.00,41.00
2025-08-13 07:10:00,22.30,91.00,26.30,27.60,27.80,19.70,28.80,8.00,31.00,33.00
2025-08-13 07:15:00,22.30,90.10,26.30,27.60,27.80,19.60,28.80,8.00,31.00,42.00
2025-08-13 07:20:00,22.40,89.60,26.30,27.60,27.80,19.70,28.70,7.00,22.00,33.00
2025-08-13 07:25:00,22.60,89.60,26.30,27.60,27.80,19.70,28.90,9.00,31.00,36.00
2025-08-13 07:30:00,22.70,89.00,26.30,27.60,27.80,19.70,28.90,8.00,28.00,38.00
2025-08-13 07:35:00,22.80,89.00,26.30,27.60,27.80,19.60,28.90,8.00,31.00,42.00
2025-08-13 07:40:00,22.90,88.20,26.30,27.60,27.80,19.70,28.90,10.00,31.00,33.00
2025-08-13 07:45:00,23.10,88.60,26.30,27.60,27.80,19.70,28.60,8.00,31.00,34.00
2025-08-13 07:50:00,23.30,87.90,26.30,27.60,27.80,19.50,28.80,8.00,37.00,35.00
2025-08-13 07:55:00,23.50,88.00,26.30,27.60,27.80,19.60,28.90,8.00,31.00,33.00
2025-08-13 08:00:00,23.60,86.70,26.30,27.60,27.80,19.50,28.70,8.00,31.00,34.00
2025-08-13 08:05:00,23.80,87.00,26.30,27.60,27.80,19.50,28.80,8.00,32.00,46.00
2025-08-13 08:10:00,23.90,86.00,26.30,27.60,27.80,19.70,29.00,8.00,36.00,33.00
2025-08-13 08:15:00,24.10,86.20,26.30,27.60,27.80,19.60,28.60,8.00,34.00,27.00
2025-08-13 08:20:00,24.30,84.10,26.30,27.60,27.80,19.60,28.60,8.00,29.00,30.00
2025-08-13 08:25:00,24.40,85.20,26.30,27.60,27.80,19.70,28.50,8.00,36.00,40.00
2025-08-13 08:30:00,24.60,84.30,26.30,27.60,27.80,19.70,28.60,8.00,37.00,34.00
2025-08-13 08:35:00,24.80,84.50,26.30,27.60,27.80,19.70,28.40,8.00,44.00,39.00
2025-08-13 08:40:00,25.00,85.00,26.30,27.60,27.80,19.50,28.50,9.00,32.00,35.00
2025-08-13 08:45:00,25.20,83.20,26.30,27.60,27.80,19.70,28.50,8.00,31.00,41.00
2025-08-13 08:50:00,25.40,83.80,26.30,27.60,27.80,19.70,28.60,8.00,34.00,72.00
2025-08-13 08:55:00,25.40,82.00,26.30,27.60,27.80,19.40,28.50,7.00,51.00,34.00
2025-08-13 09:00:00,25.30,81.50,26.30,27.60,27.80,19.50,28.40,9.00,23.00,34.00
2025-08-13 09:05:00,25.40,83.00,26.30,27.60,27.80,19.60,28.60,8.00,31.00,34.00
2025-08-13 09:10:00,25.60,83.00,26.30,27.60,27.80,19.60,28.40,8.00,31.00,36.00
2025-08-13 09:15:00,25.90,82.60,26.30,27.60,27.80,19.70,28.30,8.00,36.00,35.00
2025-08-13 09:20:00,26.20,81.60,26.30,27.60,27.80,19.50,28.60,9.00,50.00,35.00
2025-08-13 09:25:00,26.50,80.70,26.30,27.60,27.80,19.60,28.60,9.00,22.00,31.00
2025-08-13 09:30:00,27.10,79.50,26.30,27.60,27.80,19.80,28.30,6.00,32.00,32.00
2025-08-13 09:35:00,27.60,76.80,26.30,27.60,27.80,19.70,28.30,9.00,37.00,44.00
2025-08-13 09:40:00,28.30,75.50,26.30,27.60,27.80,19.70,28.60,8.00,41.00,33.00
2025-08-13 09:45:00,29.30,72.00,26.30,27.60,27.80,19.70,28.30,7.00,31.00,35.00
2025-08-13 09:50:00,30.40,71.60,26.40,27.60,27.80,19.70,28.40,8.00,27.00,38.00
2025-08-13 09:55:00,31.30,67.10,26.30,27.60,27.80,19.60,28.40,8.00,32.00,33.00
2025-08-13 10:00:00,32.70,64.00,26.30,27.60,27.80,19.60,28.40,8.00,31.00,45.00
2025-08-13 10:05:00,34.00,63.70,26.40,27.60,27.80,19.60,28.50,8.00,46.00,37.00
2025-08-13 10:10:00,34.80,58.70,26.50,27.60,27.80,19.60,28.20,7.00,35.00,34.00
2025-08-13 10:15:00,34.80,57.80,26.50,27.60,27.80,19.40,28.40,8.00,35.00,44.00
2025-08-13 10:20:00,34.40,54.10,26.70,27.60,27.80,19.20,28.50,7.00,31.00,33.00
2025-08-13 10:25:00,34.00,56.20,26.80,27.60,27.80,19.10,28.40,8.00,31.00,44.00
2025-08-13 10:30:00,34.10,61.30,27.00,27.60,27.80,19.20,28.30,7.00,34.00,32.00
2025-08-13 10:35:00,35.00,60.70,27.10,27.60,27.80,19.10,28.30,7.00,32.00,35.00
2025-08-13 10:40:00,35.90,52.40,27.20,27.60,27.80,19.10,28.30,9.00,32.00,38.00
2025-08-13 10:45:00,36.20,55.90,27.30,27.60,27.80,19.10,28.40,9.00,32.00,39.00
2025-08-13 10:50:00,36.50,56.40,27.20,27.60,27.80,19.10,28.30,9.00,31.00,40.00
2025-08-13 10:55:00,36.00,56.10,27.30,27.60,27.80,19.00,28.30,16.00,33.00,33.00
2025-08-13 11:00:00,36.10,57.60,27.30,27.60,27.80,19.10,28.30,8.00,41.00,34.00
2025-08-13 11:05:00,36.40,56.00,27.30,27.60,27.80,19.00,28.30,8.00,27.00,33.00
2025-08-13 11:10:00,36.70,49.90,27.30,27.60,27.80,19.10,28.30,9.00,29.00,30.00
2025-08-13 11:15:00,35.70,56.20,27.30,27.60,27.80,19.05,28.10,8.00,31.00,35.00
2025-08-13 11:20:00,34.60,57.70,27.30,27.60,27.80,19.00,28.30,10.00,33.00,33.00
2025-08-13 11:25:00,34.70,61.90,27.30,27.60,27.80,18.80,28.10,9.00,32.00,37.00
2025-08-13 11:30:00,35.00,57.50,27.30,27.60,27.80,18.80,28.40,8.00,30.00,34.00
2025-08-13 11:35:00,34.10,63.30,27.30,27.60,27.80,18.90,28.30,10.00,35.00,34.00
2025-08-13 11:40:00,34.70,62.70,27.30,27.60,27.80,18.90,28.20,8.00,32.00,33.00
2025-08-13 11:45:00,34.90,55.80,27.30,27.60,27.80,18.90,28.20,12.00,39.00,35.00
2025-08-13 11:50:00,35.10,61.80,27.30,27.60,27.80,18.80,28.00,9.00,32.00,39.00
2025-08-13 11:55:00,34.50,58.50,27.30,27.60,27.80,18.80,28.30,8.00,29.00,27.00
2025-08-13 12:00:00,33.20,60.60,27.30,27.60,27.80,17.40,28.10,8.00,32.00,32.00
2025-08-13 12:05:00,32.85,61.65,27.30,27.60,27.80,18.70,28.10,7.00,27.00,35.00
2025-08-13 12:10:00,32.50,62.70,27.40,27.60,27.80,18.70,27.80,6.00,28.00,32.00
2025-08-13 12:15:00,31.20,63.70,27.60,27.60,27.80,18.70,28.20,8.00,34.00,30.00
2025-08-13 12:20:00,30.40,70.20,27.80,27.60,27.80,18.60,28.20,8.00,29.00,38.00
2025-08-13 12:25:00,30.00,68.10,27.80,27.60,27.80,18.50,28.20,9.00,30.00,31.00
2025-08-13 12:30:00,30.00,68.30,27.90,27.60,27.40,18.60,28.10,9.00,44.00,36.00
2025-08-13 12:35:00,30.00,68.90,28.10,27.60,27.40,18.60,28.20,8.00,34.00,34.00
2025-08-13 12:40:00,30.30,77.20,28.20,27.60,27.40,18.50,28.00,8.00,30.00,37.00
2025-08-13 12:45:00,31.00,75.90,28.20,27.60,27.40,18.50,28.10,7.00,32.00,34.00
2025-08-13 12:50:00,31.50,74.20,28.20,27.60,27.40,18.50,28.10,6.00,30.00,32.00
2025-08-13 12:55:00,32.00,63.30,28.20,27.60,27.40,18.30,28.00,11.00,35.00,31.50
2025-08-13 13:00:00,32.60,69.20,28.30,27.60,27.40,18.60,28.00,8.00,31.00,31.00
2025-08-13 13:05:00,32.50,69.10,28.30,27.60,27.40,18.50,28.00,8.00,34.00,32.00
2025-08-13 13:10:00,32.70,67.40,28.30,27.60,27.40,18.40,28.10,9.00,45.00,37.00
2025-08-13 13:15:00,32.40,59.80,28.30,27.60,27.40,18.30,28.00,7.00,31.00,34.00
2025-08-13 13:20:00,32.60,65.90,28.30,27.60,27.40,18.40,28.10,8.00,40.00,34.00
2025-08-13 13:25:00,33.30,61.30,28.30,27.60,27.40,18.40,28.00,8.00,32.00,34.00
2025-08-13 13:30:00,34.00,61.60,28.30,27.60,27.40,18.30,28.00,10.00,33.00,55.00
2025-08-13 13:35:00,34.10,58.70,28.30,27.60,27.40,18.20,27.90,7.00,33.00,33.00
2025-08-13 13:40:00,34.20,64.10,28.30,27.60,27.40,18.40,28.00,11.00,33.00,42.00
2025-08-13 13:45:00,34.10,60.20,28.30,27.60,27.40,18.20,28.00,7.00,48.00,35.00
2025-08-13 13:50:00,34.10,64.80,28.30,27.60,27.40,18.40,28.00,8.00,26.00,33.00
2025-08-13 13:55:00,34.50,67.40,28.30,27.60,27.40,18.35,27.90,8.00,28.50,42.00
2025-08-13 14:00:00,34.70,63.50,28.30,27.60,27.40,18.30,27.90,7.00,31.00,37.00
2025-08-13 14:05:00,33.70,59.70,28.30,27.60,27.40,18.30,28.10,9.00,33.00,30.00
2025-08-13 14:10:00,33.50,62.40,28.30,27.60,27.40,18.30,27.90,8.00,35.00,34.00
2025-08-13 14:15:00,33.40,66.00,28.30,27.60,27.40,18.30,28.00,8.00,34.00,35.00
2025-08-13 14:20:00,32.50,64.40,28.30,27.60,27.40,18.30,28.00,8.00,50.00,37.00
2025-08-13 14:25:00,32.30,65.60,28.30,27.60,27.40,18.30,28.00,8.00,32.00,35.00
2025-08-13 14:30:00,31.70,70.50,28.30,27.60,27.40,18.40,28.00,8.00,31.00,36.00
2025-08-13 14:35:00,31.00,71.60,28.30,27.60,27.40,18.30,27.90,8.00,34.00,45.00
2025-08-13 14:40:00,30.50,77.00,28.30,27.60,27.40,18.40,28.00,8.00,34.00,35.00
2025-08-13 14:45:00,30.00,67.50,28.30,27.60,27.40,18.20,27.90,8.00,43.00,35.00
2025-08-13 14:50:00,29.70,72.90,28.30,27.60,27.40,18.30,28.10,8.00,39.00,30.00
2025-08-13 14:55:00,29.60,71.75,28.30,27.60,27.40,18.30,27.90,8.00,36.00,37.00
2025-08-13 15:00:00,29.50,70.60,28.30,27.60,27.40,18.30,28.00,8.00,32.00,35.00
2025-08-13 15:05:00,29.60,72.00,28.30,27.60,27.40,18.30,28.00,8.00,33.00,36.00
2025-08-13 15:10:00,29.70,72.40,28.30,27.60,27.40,18.30,28.20,8.00,33.00,33.00
2025-08-13 15:15:00,29.90,72.10,28.30,27.60,27.40,18.30,28.00,11.00,37.00,41.00
2025-08-13 15:20:00,30.20,75.70,28.30,27.60,27.40,18.30,27.90,8.00,32.00,37.00
2025-08-13 15:25:00,31.20,71.90,28.30,27.60,27.40,18.30,28.00,8.00,33.00,40.00
2025-08-13 15:30:00,32.40,72.20,28.30,27.60,27.40,18.30,28.00,8.00,33.00,48.00
2025-08-13 15:35:00,33.10,65.50,28.30,27.60,27.40,18.10,28.00,9.00,36.00,35.00
2025-08-13 15:40:00,33.50,66.00,28.30,27.60,27.40,18.20,28.00,8.00,31.00,34.00
2025-08-13 15:45:00,32.70,61.90,28.30,27.60,27.40,18.30,27.90,7.00,37.00,35.00
2025-08-13 15:50:00,31.90,62.40,28.30,27.60,27.40,18.20,27.90,8.00,44.00,38.00
2025-08-13 15:55:00,31.80,62.00,28.30,27.60,27.40,18.10,27.80,7.00,31.00,31.00
2025-08-13 16:00:00,32.80,63.90,28.40,27.60,27.40,18.10,27.85,11.00,42.00,33.00
2025-08-13 16:05:00,33.30,65.30,28.30,27.60,27.40,18.20,27.90,8.00,29.00,35.00
2025-08-13 16:10:00,32.90,61.50,28.30,27.60,27.40,18.10,27.90,8.00,34.00,35.00
2025-08-13 16:15:00,32.90,65.30,28.50,27.60,27.40,17.90,27.70,9.00,38.00,33.00
2025-08-13 16:20:00,33.10,67.20,28.50,27.60,27.40,18.20,27.90,8.00,42.00,35.00
2025-08-13 16:25:00,33.30,64.10,28.50,27.60,27.40,18.00,27.80,7.00,50.00,39.00
2025-08-13 16:30:00,32.80,65.10,28.50,27.60,27.40,18.00,28.00,8.00,33.00,41.00
2025-08-13 16:35:00,32.50,64.10,28.80,27.60,27.40,17.90,27.90,8.00,43.00,35.00
2025-08-13 16:40:00,32.90,62.80,28.80,27.70,27.40,17.90,27.90,9.00,28.00,40.00
2025-08-13 16:45:00,33.10,66.70,28.90,27.60,27.40,18.10,27.90,7.00,39.00,42.00
2025-08-13 16:50:00,33.20,69.20,29.00,27.90,27.40,18.20,28.00,8.00,39.00,31.00
2025-08-13 16:55:00,33.50,60.30,29.00,28.10,27.40,18.10,27.80,8.00,40.00,46.00
2025-08-13 17:00:00,33.50,60.80,28.90,28.00,27.40,18.15,27.80,8.00,37.50,35.00
2025-08-13 17:05:00,32.60,60.60,29.20,27.90,27.40,18.20,27.90,8.00,35.00,33.00
2025-08-13 17:10:00,31.90,60.00,29.20,28.30,27.40,18.10,28.00,8.00,32.00,35.00
2025-08-13 17:15:00,31.50,64.80,29.20,28.20,27.40,18.00,27.90,11.00,40.00,34.00
2025-08-13 17:20:00,31.20,67.70,29.20,28.30,27.40,18.10,27.80,11.00,34.00,29.00
2025-08-13 17:25:00,30.80,63.40,29.20,28.10,27.40,18.10,27.90,8.00,36.00,34.00
2025-08-13 17:30:00,30.50,64.00,29.30,28.60,27.40,18.10,27.80,8.00,30.00,27.00
2025-08-13 17:35:00,30.10,63.40,29.30,28.30,27.40,18.00,27.80,8.00,34.00,50.00
2025-08-13 17:40:00,29.70,64.90,29.20,28.50,27.40,18.20,28.00,8.00,37.00,33.00
2025-08-13 17:45:00,29.75,66.30,29.30,28.50,27.40,18.00,27.90,8.00,34.00,34.00
2025-08-13 17:50:00,29.80,67.70,29.30,28.60,27.40,18.00,28.00,10.00,45.00,36.00
2025-08-13 17:55:00,30.10,68.80,29.30,28.50,27.40,17.90,27.80,8.00,42.00,35.00
2025-08-13 18:00:00,30.50,71.20,29.30,28.50,27.40,18.00,27.90,8.00,29.00,51.00
2025-08-13 18:05:00,30.80,67.30,29.30,28.60,27.40,17.90,27.90,8.00,31.00,41.00
2025-08-13 18:10:00,30.60,69.00,29.30,28.60,27.40,17.90,27.90,8.00,39.00,35.00
2025-08-13 18:15:00,30.10,65.90,29.30,28.50,27.40,18.00,27.90,8.00,34.00,35.00
2025-08-13 18:20:00,30.00,65.80,29.30,28.60,27.40,17.90,27.80,9.67,34.00,35.00
2025-08-13 18:25:00,29.90,64.70,29.30,28.60,27.40,18.00,27.80,11.33,57.00,36.00
2025-08-13 18:30:00,29.60,64.70,29.30,28.60,27.40,17.90,27.80,13.00,33.00,35.00
2025-08-13 18:35:00,29.30,64.60,29.30,28.60,27.40,17.90,27.80,10.00,33.00,37.00
2025-08-13 18:40:00,29.00,67.00,29.30,28.60,27.40,17.90,27.80,8.00,41.00,39.00
2025-08-13 18:45:00,28.80,67.60,29.30,28.60,27.40,17.90,27.80,11.00,35.00,35.00
2025-08-13 18:50:00,28.70,69.50,29.20,28.60,27.40,17.90,27.80,9.00,34.00,42.00
2025-08-13 18:55:00,28.40,71.10,29.20,28.60,27.40,17.90,27.70,8.00,30.00,33.00
2025-08-13 19:00:00,28.10,72.40,29.20,28.60,27.40,17.90,27.90,8.00,38.00,41.00
2025-08-13 19:05:00,27.70,73.60,29.30,28.60,27.40,17.90,27.80,7.00,43.00,34.00
2025-08-13 19:10:00,27.40,74.90,29.30,28.60,27.40,17.70,27.80,11.00,36.00,36.00
2025-08-13 19:15:00,27.10,75.50,29.30,28.60,27.40,18.00,27.70,8.00,24.00,35.00
2025-08-13 19:20:00,26.70,77.30,29.30,28.60,27.40,18.00,27.70,9.00,40.00,41.00
2025-08-13 19:25:00,26.30,78.10,29.30,28.60,27.40,17.90,27.70,8.00,29.00,32.00
2025-08-13 19:30:00,26.00,78.70,29.30,28.60,27.40,18.00,27.70,8.00,33.00,39.00
2025-08-13 19:35:00,25.70,79.50,29.20,28.60,27.40,18.00,27.70,11.00,36.00,34.00
2025-08-13 19:40:00,25.40,80.30,29.30,28.60,27.40,18.00,27.80,8.00,34.50,36.00
2025-08-13 19:45:00,25.20,80.80,29.20,28.60,27.40,18.00,27.90,11.00,33.00,39.00
2025-08-13 19:50:00,25.00,81.50,29.30,28.60,27.40,18.00,27.70,8.00,34.00,35.00
2025-08-13 19:55:00,24.80,82.00,29.30,28.60,27.40,18.00,27.70,8.00,34.00,33.00
2025-08-13 20:00:00,24.70,82.30,29.30,28.60,27.40,18.00,27.70,8.00,32.00,36.00
2025-08-13 20:05:00,24.50,82.60,29.20,28.60,27.40,18.00,27.90,9.00,33.00,42.00
2025-08-13 20:10:00,24.40,83.10,29.20,28.60,27.40,18.00,27.80,8.00,43.00,35.00
2025-08-13 20:15:00,24.20,83.70,29.20,28.60,27.40,18.00,27.90,9.00,49.00,36.00
2025-08-13 20:20:00,24.10,84.10,29.10,28.60,27.40,17.90,27.80,8.00,34.00,35.00
2025-08-13 20:25:00,24.10,84.00,29.30,28.60,27.40,18.00,27.90,7.00,39.00,38.00
2025-08-13 20:30:00,24.00,84.90,29.00,28.60,27.40,17.90,27.80,8.00,36.00,34.00
2025-08-13 20:35:00,23.95,85.10,29.10,28.60,27.40,18.00,27.70,7.00,49.00,35.00
2025-08-13 20:40:00,23.90,85.30,28.80,28.60,27.40,17.80,27.90,8.00,26.00,33.00
2025-08-13 20:45:00,23.80,85.90,28.80,28.60,27.40,17.70,27.90,7.00,33.00,35.00
2025-08-13 20:50:00,23.70,85.40,28.80,28.60,27.40,17.80,27.80,8.00,32.00,35.00
2025-08-13 20:55:00,23.60,86.30,29.00,28.60,27.40,17.90,27.80,7.00,33.00,37.00
2025-08-13 21:00:00,23.50,86.50,28.80,28.60,27.40,17.70,27.80,8.00,40.00,38.00
2025-08-13 21:05:00,23.40,86.70,28.50,28.60,27.40,17.70,27.90,8.00,28.00,35.00
2025-08-13 21:10:00,23.30,86.80,28.40,28.60,27.40,17.90,27.90,8.00,35.00,37.00
2025-08-13 21:15:00,23.20,87.20,28.50,28.60,27.40,17.80,27.90,11.00,34.00,35.00
2025-08-13 21:20:00,23.00,87.60,28.40,28.60,27.40,17.80,27.70,8.00,34.00,35.00
2025-08-13 21:25:00,22.90,88.00,28.38,28.60,27.40,17.70,27.70,8.00,34.00,34.00
2025-08-13 21:30:00,22.80,88.60,28.35,28.60,27.40,17.80,27.90,8.00,32.00,35.00
2025-08-13 21:35:00,22.70,88.90,28.30,28.60,27.40,17.80,27.70,8.00,34.00,41.00
2025-08-13 21:40:00,22.60,89.00,28.30,28.60,27.40,17.70,27.90,9.00,37.00,44.00
2025-08-13 21:45:00,22.50,89.20,28.30,28.60,27.40,17.70,27.80,8.00,30.00,29.00
2025-08-13 21:50:00,22.50,89.20,28.30,28.60,27.40,17.70,27.70,8.00,35.00,35.00
2025-08-13 21:55:00,22.40,89.50,28.30,28.60,27.40,18.10,27.90,8.50,28.00,45.00
2025-08-13 22:00:00,22.40,89.70,28.30,28.60,27.40,18.00,28.00,9.00,29.00,40.00
2025-08-13 22:05:00,22.40,89.70,28.30,28.60,27.40,17.90,27.90,8.00,35.00,36.00
2025-08-13 22:10:00,22.40,89.60,28.30,28.60,27.40,17.90,28.00,8.00,34.00,34.00
2025-08-13 22:15:00,22.30,89.40,28.30,28.60,27.40,17.80,28.00,10.00,35.00,36.00
2025-08-13 22:20:00,22.20,89.40,28.30,28.60,27.40,17.70,27.70,8.00,37.00,34.00
2025-08-13 22:25:00,22.20,89.80,28.30,28.60,27.40,17.80,27.80,8.00,34.00,36.00
2025-08-13 22:30:00,22.20,89.80,28.30,28.60,27.40,17.90,27.90,8.00,34.00,36.00
2025-08-13 22:35:00,22.20,90.10,28.30,28.60,27.40,17.90,27.90,8.00,34.00,34.00
2025-08-13 22:40:00,22.30,90.20,28.30,28.60,27.40,17.60,27.80,8.00,27.00,55.00
2025-08-13 22:45:00,22.30,90.20,28.30,28.60,27.40,17.90,27.90,8.50,38.00,45.00
2025-08-13 22:50:00,22.20,90.10,28.30,28.60,27.40,17.80,27.90,8.00,33.00,38.00
2025-08-13 22:55:00,22.30,90.00,28.30,28.60,27.40,17.80,28.00,9.00,34.00,36.00
2025-08-13 23:00:00,22.20,89.90,28.30,28.60,27.40,17.80,27.90,11.00,34.00,46.00
2025-08-13 23:05:00,22.20,90.10,28.30,28.60,27.40,17.80,27.80,8.00,39.00,42.00
2025-08-13 23:10:00,22.10,89.90,28.30,28.60,27.40,17.80,27.70,9.00,36.00,39.50
2025-08-13 23:15:00,22.00,90.20,28.30,28.60,27.40,17.80,27.80,8.00,37.00,35.00
2025-08-13 23:20:00,22.00,90.30,28.30,28.60,27.40,17.80,27.90,8.00,43.00,46.00
2025-08-13 23:25:00,21.90,90.20,28.30,28.60,27.40,18.00,27.90,9.00,30.00,32.00
2025-08-13 23:30:00,21.90,90.40,28.30,28.60,27.40,18.00,27.90,8.00,34.00,30.00
2025-08-13 23:35:00,21.90,90.60,28.30,28.60,27.40,18.00,27.80,8.00,40.00,31.00
2025-08-13 23:40:00,21.90,90.65,28.30,28.60,27.40,18.00,27.70,10.00,35.00,46.00
2025-08-13 23:45:00,21.90,90.70,28.20,28.60,27.40,18.10,28.00,9.00,38.00,34.00
2025-08-13 23:50:00,21.90,90.40,28.30,28.60,27.40,18.00,27.70,11.00,49.00,47.00
2025-08-13 23:55:00,21.90,90.40,28.30,28.60,27.40,18.00,27.70,9.00,31.00,36.00
2025-08-14 00:00:00,21.90,90.70,28.30,28.60,27.40,17.90,27.80,8.00,32.00,36.00
2025-08-14 00:05:00,21.90,90.60,28.30,28.60,27.40,17.85,27.80,8.00,29.50,36.00
2025-08-14 00:10:00,22.00,90.60,28.30,28.60,27.40,17.90,27.90,7.00,39.00,35.00
2025-08-14 00:15:00,22.10,90.60,28.30,28.60,27.40,18.00,27.90,7.00,30.00,30.00
2025-08-14 00:20:00,22.10,90.70,28.20,28.60,27.40,17.70,27.90,8.00,32.00,52.00
2025-08-14 00:25:00,22.20,90.60,28.30,28.60,27.40,17.80,28.00,8.00,45.00,35.00
2025-08-14 00:30:00,22.20,90.60,28.20,28.60,27.40,17.60,27.70,8.00,33.00,31.00
2025-08-14 00:35:00,22.20,90.50,28.20,28.60,27.40,18.10,27.95,8.00,36.00,45.50
2025-08-14 00:40:00,22.20,90.60,28.20,28.60,27.40,18.00,27.90,9.00,28.00,31.00
2025-08-14 00:45:00,22.30,91.00,28.20,28.60,27.40,18.10,27.70,8.00,31.00,33.00
